,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
19999,2017,831000,704,Viet Nam,213215000000.0,771751444.0,0.0,5574.361703,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,12370866.0,1191355
20000,2017,831000,710,South Africa,83030698712.0,771751444.0,20.0,7774.148472,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,2108935.0,62970
20002,2017,831000,757,Switzerland,267501000000.0,771751444.0,0.0,4581.071493,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,13902419.0,1269492
20003,2017,831000,784,United Arab Emirates,270955000000.0,771751444.0,5.0,5016.736236,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,7447734.0,62702
20004,2017,831000,792,Turkey,233800000000.0,771751444.0,0.0,3913.603192,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,7407050.0,58823
20005,2017,831000,818,Egypt,66338749061.0,771751444.0,10.0,4581.746299,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,3319865.0,1740
20006,2017,831000,826,United Kingdom,641332000000.0,771751444.0,0.0,4316.519798,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,29593389.0,11765
20007,2017,831000,842,USA,2405280000000.0,771751444.0,0.0,8308.024727,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,103919433.0,2618680
20008,2017,830710,12,Algeria,46052990973.0,1503397004.0,30.0,4169.601057,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,6910808.0,204108
20009,2017,830710,36,Australia,228442000000.0,1503397004.0,0.0,12119.65013,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,85638569.0,4739652
20012,2017,830710,76,Brazil,150749000000.0,1503397004.0,9.0,11332.09522,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,27848054.0,193529
20013,2017,830710,104,Myanmar,19253441935.0,1503397004.0,1.0,5011.621161,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,235826.0,12220
20014,2017,830710,124,Canada,432405000000.0,1503397004.0,0.0,7351.867784,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,59029380.0,496198
20016,2017,830710,152,Chile,65257236198.0,1503397004.0,0.0,11138.31586,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,5192182.0,88787
20017,2017,830710,156,China,1843790000000.0,1503397004.0,4.2,6609.561235,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,60011718.0,7342108
20018,2017,830710,203,Czechia,162899000000.0,1503397004.0,0.0,2528.694225,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,21518311.0,154341
20022,2017,830710,344,"China, Hong Kong SAR",589317000000.0,1503397004.0,0.0,6205.99913,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,5448451.0,18505
20023,2017,830710,360,Indonesia,156925000000.0,1503397004.0,0.0,8908.908897,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,12055061.0,3479711
20024,2017,830710,364,Iran,51612276867.0,1503397004.0,20.5,3682.59935,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,2417873.0,3992
20026,2017,830710,392,Japan,671474000000.0,1503397004.0,0.0,8017.831349,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,55240048.0,8177835
20027,2017,830710,398,Kazakhstan,29345907738.0,1503397004.0,5.0,5684.222506,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,6099360.0,337441
20028,2017,830710,414,Kuwait,33568329846.0,1503397004.0,5.0,4994.602059,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,8625432.0,841301
20029,2017,830710,458,Malaysia,194720000000.0,1503397004.0,0.0,7556.47163,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,13107981.0,234902
20030,2017,830710,484,Mexico,420369000000.0,1503397004.0,2.5,9113.885888,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,36450801.0,573284
20031,2017,830710,496,Mongolia,4337305039.0,1503397004.0,5.0,6351.127679,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,542447.0,45607
20033,2017,830710,554,New Zealand,40128397719.0,1503397004.0,0.0,13389.02033,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,2846561.0,60949
20034,2017,830710,579,Norway,85525812090.0,1503397004.0,0.0,3253.741172,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,18512635.0,274669
20035,2017,830710,604,Peru,39763884637.0,1503397004.0,0.0,9519.250126,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,2457448.0,726
20036,2017,830710,608,Philippines,101889000000.0,1503397004.0,0.0,7131.958322,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,3236501.0,544292
20037,2017,830710,616,Poland,217979000000.0,1503397004.0,0.0,2950.547368,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,22288715.0,905112
20038,2017,830710,643,Russian Federation,228213000000.0,1503397004.0,5.0,4029.136195,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,25070120.0,1782317
20039,2017,830710,682,Saudi Arabia,134519000000.0,1503397004.0,5.0,5025.634978,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,24024237.0,344191
20040,2017,830710,699,India,444052000000.0,1503397004.0,0.0,5557.938281,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,25123756.0,7836075
20041,2017,830710,702,Singapore,327710000000.0,1503397004.0,0.0,8309.074404,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,18708820.0,1743748
20042,2017,830710,704,Viet Nam,213215000000.0,1503397004.0,0.0,6075.862517,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,4900496.0,5581004
20043,2017,830710,710,South Africa,83030698712.0,1503397004.0,10.0,8881.006693,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,3833144.0,165338
20045,2017,830710,757,Switzerland,267501000000.0,1503397004.0,0.0,3530.144285,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,32826361.0,4980
20046,2017,830710,784,United Arab Emirates,270955000000.0,1503397004.0,5.0,4984.606815,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,23281155.0,620588
20047,2017,830710,792,Turkey,233800000000.0,1503397004.0,0.0,3189.898944,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,24538639.0,6182
20048,2017,830710,818,Egypt,66338749061.0,1503397004.0,20.0,4877.134987,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,9334754.0,232242
20049,2017,830710,826,United Kingdom,641332000000.0,1503397004.0,0.0,3423.698322,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,34550291.0,280037
20050,2017,830710,842,USA,2405280000000.0,1503397004.0,0.0,7915.420437,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,128722787.0,15533332
20051,2017,830300,12,Algeria,46052990973.0,1119131539.0,30.0,3650.521901,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,3117715.0,104556
20052,2017,830300,36,Australia,228442000000.0,1119131539.0,0.0,11506.02136,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,19504019.0,789758
20055,2017,830300,76,Brazil,150749000000.0,1119131539.0,16.0,10478.41622,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,6943427.0,124813
20056,2017,830300,104,Myanmar,19253441935.0,1119131539.0,5.0,5297.181848,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,1265638.0,450820
20057,2017,830300,124,Canada,432405000000.0,1119131539.0,0.0,8754.113481,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,26080730.0,458663
20058,2017,830300,144,Sri Lanka,21316172076.0,1119131539.0,30.0,5425.415064,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,429749.0,28320
20059,2017,830300,152,Chile,65257236198.0,1119131539.0,0.0,10780.77767,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,2711488.0,100094
20060,2017,830300,156,China,1843790000000.0,1119131539.0,7.0,6827.230046,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,6150589.0,174575
20061,2017,830300,203,Czechia,162899000000.0,1119131539.0,0.0,2734.047169,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,11258684.0,19382
20064,2017,830300,320,Guatemala,18377914375.0,1119131539.0,15.0,6095.317623,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,1137168.0,78298
20065,2017,830300,344,"China, Hong Kong SAR",589317000000.0,1119131539.0,0.0,5427.719231,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,8306418.0,1451333
20066,2017,830300,360,Indonesia,156925000000.0,1119131539.0,0.0,7220.980202,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,11078993.0,2772668
20067,2017,830300,364,Iran,51612276867.0,1119131539.0,32.0,3572.687537,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,1469479.0,327428
20069,2017,830300,392,Japan,671474000000.0,1119131539.0,0.0,6457.977995,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,28665531.0,3572809
20070,2017,830300,398,Kazakhstan,29345907738.0,1119131539.0,8.0,4304.155424,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,2143299.0,260321
20071,2017,830300,414,Kuwait,33568329846.0,1119131539.0,5.0,4776.300609,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,8240200.0,603836
20072,2017,830300,458,Malaysia,194720000000.0,1119131539.0,0.0,6521.301441,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,4376585.0,841631
20073,2017,830300,484,Mexico,420369000000.0,1119131539.0,15.0,9037.274987,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,24776033.0,27113
20074,2017,830300,496,Mongolia,4337305039.0,1119131539.0,5.0,4171.498058,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,277200.0,107489
20076,2017,830300,554,New Zealand,40128397719.0,1119131539.0,0.0,11925.10239,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,4962945.0,154759
20077,2017,830300,579,Norway,85525812090.0,1119131539.0,0.0,3616.752637,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,7784699.0,213905
20078,2017,830300,608,Philippines,101889000000.0,1119131539.0,0.0,6654.688631,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,5679186.0,735866
20079,2017,830300,616,Poland,217979000000.0,1119131539.0,0.0,2571.248246,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,5206417.0,319173
20080,2017,830300,643,Russian Federation,228213000000.0,1119131539.0,8.0,2984.041113,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,7610380.0,108378
20081,2017,830300,682,Saudi Arabia,134519000000.0,1119131539.0,5.0,5169.768008,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,9208813.0,1446563
20082,2017,830300,699,India,444052000000.0,1119131539.0,0.0,5560.539913,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,12259717.0,381489
20083,2017,830300,702,Singapore,327710000000.0,1119131539.0,0.0,7340.051253,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,5759276.0,763605
20084,2017,830300,704,Viet Nam,213215000000.0,1119131539.0,17.0,5118.412754,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,2061987.0,428625
20085,2017,830300,710,South Africa,83030698712.0,1119131539.0,17.5,7191.188127,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,2838327.0,21626
20087,2017,830300,757,Switzerland,267501000000.0,1119131539.0,0.0,3337.828153,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,16137393.0,72739
20088,2017,830300,784,United Arab Emirates,270955000000.0,1119131539.0,5.0,5761.794293,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,17621630.0,3368010
20089,2017,830300,792,Turkey,233800000000.0,1119131539.0,0.0,3215.720616,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,3534056.0,401120
20090,2017,830300,818,Egypt,66338749061.0,1119131539.0,10.0,4545.538582,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,5761309.0,1120136
20091,2017,830300,826,United Kingdom,641332000000.0,1119131539.0,0.0,3847.850268,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,59720601.0,1229433
20092,2017,830300,842,USA,2405280000000.0,1119131539.0,0.0,7919.665779,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,392873929.0,4193621
20093,2017,830260,12,Algeria,46052990973.0,1253771778.0,15.0,3854.669221,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,2384628.0,33672
20094,2017,830260,36,Australia,228442000000.0,1253771778.0,0.0,12341.76302,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,25319073.0,32218
20097,2017,830260,76,Brazil,150749000000.0,1253771778.0,16.0,11136.35081,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,5968189.0,4434
20098,2017,830260,104,Myanmar,19253441935.0,1253771778.0,5.0,4684.433614,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,431693.0,8890
20099,2017,830260,124,Canada,432405000000.0,1253771778.0,0.0,7975.932114,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,43713959.0,2066847
20100,2017,830260,152,Chile,65257236198.0,1253771778.0,0.0,10736.29207,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,2911344.0,5372
20101,2017,830260,156,China,1843790000000.0,1253771778.0,6.0,6271.525911,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,28149203.0,251751
20102,2017,830260,203,Czechia,162899000000.0,1253771778.0,0.0,2607.842624,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,18939068.0,22001
20106,2017,830260,344,"China, Hong Kong SAR",589317000000.0,1253771778.0,0.0,5926.387719,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,10453409.0,80122
20107,2017,830260,360,Indonesia,156925000000.0,1253771778.0,0.0,7151.981708,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,12153447.0,81983
20109,2017,830260,392,Japan,671474000000.0,1253771778.0,2.7,6489.395198,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,42484254.0,43341
20110,2017,830260,398,Kazakhstan,29345907738.0,1253771778.0,7.5,4441.613024,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,1883661.0,6127
20111,2017,830260,414,Kuwait,33568329846.0,1253771778.0,5.0,4996.872485,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,4183488.0,50967
20112,2017,830260,458,Malaysia,194720000000.0,1253771778.0,0.0,7012.918918,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,7285210.0,8375
20113,2017,830260,484,Mexico,420369000000.0,1253771778.0,15.0,8775.523742,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,7041272.0,148386
20114,2017,830260,496,Mongolia,4337305039.0,1253771778.0,5.0,5069.728528,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,67330.0,32233
20116,2017,830260,554,New Zealand,40128397719.0,1253771778.0,0.0,14312.36071,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,4430297.0,16433
20117,2017,830260,579,Norway,85525812090.0,1253771778.0,0.0,3261.380794,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,5931509.0,19735
20118,2017,830260,604,Peru,39763884637.0,1253771778.0,0.0,9886.872829,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,2035021.0,38481
20119,2017,830260,608,Philippines,101889000000.0,1253771778.0,0.0,6714.778135,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,5593564.0,331609
20121,2017,830260,643,Russian Federation,228213000000.0,1253771778.0,7.5,3247.187398,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,22600829.0,374685
20122,2017,830260,682,Saudi Arabia,134519000000.0,1253771778.0,5.0,5637.896039,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,16163325.0,392717
20123,2017,830260,699,India,444052000000.0,1253771778.0,0.0,6131.635964,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,14442000.0,188406
20124,2017,830260,702,Singapore,327710000000.0,1253771778.0,0.0,8194.821603,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,24040039.0,192592
20125,2017,830260,704,Viet Nam,213215000000.0,1253771778.0,17.0,6149.367615,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,4838497.0,156446
20126,2017,830260,710,South Africa,83030698712.0,1253771778.0,20.0,8393.219166,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,4099325.0,11367
20128,2017,830260,757,Switzerland,267501000000.0,1253771778.0,0.0,3759.295129,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,15421938.0,10996
20129,2017,830260,784,United Arab Emirates,270955000000.0,1253771778.0,5.0,4999.992329,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,57662841.0,662594
20130,2017,830260,792,Turkey,233800000000.0,1253771778.0,0.0,3481.240544,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,10138762.0,1648756
20132,2017,830260,826,United Kingdom,641332000000.0,1253771778.0,0.0,4604.140579,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,75944588.0,67863
20133,2017,830260,842,USA,2405280000000.0,1253771778.0,0.0,8779.239943,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,128174293.0,13896158
20134,2017,830250,12,Algeria,46052990973.0,2433293746.0,15.0,3531.857477,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,6169499.0,11801
20135,2017,830250,36,Australia,228442000000.0,2433293746.0,0.0,12213.87933,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,84340529.0,565984
20138,2017,830250,76,Brazil,150749000000.0,2433293746.0,16.0,10606.01639,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,7242476.0,7403
20139,2017,830250,104,Myanmar,19253441935.0,2433293746.0,5.0,5015.451391,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,356335.0,4353
20140,2017,830250,124,Canada,432405000000.0,2433293746.0,0.0,8393.920962,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,146914687.0,1172508
20142,2017,830250,152,Chile,65257236198.0,2433293746.0,0.0,10738.34747,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,10902468.0,210708
20143,2017,830250,156,China,1843790000000.0,2433293746.0,7.0,6835.958526,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,11359879.0,127414
20144,2017,830250,203,Czechia,162899000000.0,2433293746.0,0.0,2993.492375,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,17758840.0,8679
20148,2017,830250,344,"China, Hong Kong SAR",589317000000.0,2433293746.0,0.0,6564.446149,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,13590647.0,20328
20149,2017,830250,360,Indonesia,156925000000.0,2433293746.0,0.0,8752.479283,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,13529727.0,103959
20150,2017,830250,364,Iran,51612276867.0,2433293746.0,32.0,3108.412872,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,2671765.0,101762
20152,2017,830250,392,Japan,671474000000.0,2433293746.0,2.7,7941.69579,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,64854788.0,1717076
20153,2017,830250,398,Kazakhstan,29345907738.0,2433293746.0,12.0,4649.940386,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,4696209.0,294264
20154,2017,830250,414,Kuwait,33568329846.0,2433293746.0,5.0,4532.881165,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,3352339.0,90474
20155,2017,830250,458,Malaysia,194720000000.0,2433293746.0,0.0,8121.595815,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,28248591.0,160925
20156,2017,830250,484,Mexico,420369000000.0,2433293746.0,15.0,9170.628083,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,61825397.0,710635
20157,2017,830250,496,Mongolia,4337305039.0,2433293746.0,5.0,5620.023952,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,77216.0,19578
20159,2017,830250,554,New Zealand,40128397719.0,2433293746.0,0.0,13148.26485,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,8658079.0,135685
20160,2017,830250,579,Norway,85525812090.0,2433293746.0,0.0,3961.958591,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,15447214.0,100057
20161,2017,830250,604,Peru,39763884637.0,2433293746.0,0.0,10139.93937,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,4005667.0,3531
20162,2017,830250,608,Philippines,101889000000.0,2433293746.0,0.0,7992.248253,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,12380084.0,176417
20163,2017,830250,616,Poland,217979000000.0,2433293746.0,0.0,4200.422191,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,39226115.0,808015
20164,2017,830250,643,Russian Federation,228213000000.0,2433293746.0,12.0,3970.76159,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,52690519.0,635944
20165,2017,830250,682,Saudi Arabia,134519000000.0,2433293746.0,5.0,5301.006978,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,13628684.0,126221
20166,2017,830250,699,India,444052000000.0,2433293746.0,0.0,5551.670715,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,11431871.0,4202691
20167,2017,830250,702,Singapore,327710000000.0,2433293746.0,0.0,8148.098831,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,17021293.0,310073
20168,2017,830250,704,Viet Nam,213215000000.0,2433293746.0,0.0,6831.8366,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,13023465.0,971493
20169,2017,830250,710,South Africa,83030698712.0,2433293746.0,20.0,8076.86306,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,11014076.0,39549
20171,2017,830250,757,Switzerland,267501000000.0,2433293746.0,0.0,4088.514215,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,24334753.0,32804
20172,2017,830250,784,United Arab Emirates,270955000000.0,2433293746.0,5.0,5597.615636,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,22888026.0,448612
20173,2017,830250,792,Turkey,233800000000.0,2433293746.0,0.0,3885.146277,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,9286909.0,218055
20174,2017,830250,818,Egypt,66338749061.0,2433293746.0,10.0,4660.395715,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,5567818.0,119
20175,2017,830250,826,United Kingdom,641332000000.0,2433293746.0,0.0,4091.567563,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,75781119.0,10041
20176,2017,830250,842,USA,2405280000000.0,2433293746.0,0.0,8134.076781,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,969014088.0,6227089
20177,2017,830249,12,Algeria,46052990973.0,3155869829.0,15.0,3732.120124,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,4185399.0,991
20178,2017,830249,36,Australia,228442000000.0,3155869829.0,0.0,12615.89887,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,80570485.0,1319906
20181,2017,830249,76,Brazil,150749000000.0,3155869829.0,16.0,10636.40324,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,18508324.0,58449
20182,2017,830249,104,Myanmar,19253441935.0,3155869829.0,5.0,5061.923832,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,158415.0,2905
20183,2017,830249,124,Canada,432405000000.0,3155869829.0,0.0,7887.17797,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,169713954.0,718135
20184,2017,830249,152,Chile,65257236198.0,3155869829.0,0.0,11211.97032,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,7261639.0,51958
20185,2017,830249,156,China,1843790000000.0,3155869829.0,6.0,6831.354267,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,59127810.0,4708886
20186,2017,830249,203,Czechia,162899000000.0,3155869829.0,0.0,3618.583446,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,55778340.0,199392
20190,2017,830249,344,"China, Hong Kong SAR",589317000000.0,3155869829.0,0.0,6642.792972,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,57879380.0,47774
20191,2017,830249,360,Indonesia,156925000000.0,3155869829.0,0.0,9119.102092,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,21184442.0,138318
20192,2017,830249,364,Iran,51612276867.0,3155869829.0,26.0,3325.882298,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,1169235.0,6064
20194,2017,830249,392,Japan,671474000000.0,3155869829.0,2.7,7871.996755,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,118209263.0,6961105
20195,2017,830249,398,Kazakhstan,29345907738.0,3155869829.0,0.0,5184.457322,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,3610190.0,838
20196,2017,830249,414,Kuwait,33568329846.0,3155869829.0,5.0,4848.76944,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,5479556.0,77682
20197,2017,830249,458,Malaysia,194720000000.0,3155869829.0,0.0,8003.593943,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,18329522.0,220973
20198,2017,830249,484,Mexico,420369000000.0,3155869829.0,15.0,9990.503127,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,111327506.0,10623995
20199,2017,830249,496,Mongolia,4337305039.0,3155869829.0,5.0,5833.034924,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,527085.0,34896
20201,2017,830249,554,New Zealand,40128397719.0,3155869829.0,0.0,13109.94887,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,9702806.0,100585
20202,2017,830249,579,Norway,85525812090.0,3155869829.0,0.0,4397.304131,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,23631023.0,31966
